POS_X,POS_Y,VEL_X,VEL_Y,SENSOR_X,SENSOR_Y,NEAR_BANK,TS
929.284197640437,503.5329145313915,-460,-547,936.0259660655205,493.9416000365701,False,0.06666666666666667
898.7750419087203,467.31116858382995,-457,-543,905.7538699518923,466.27760469904706,False,0.06666666666666667
868.4725328048497,431.33476215731537,-454,-539,871.6182245532183,434.62333568376533,False,0.06666666666666667
838.3766703288254,395.6036952518477,-451,-535,825.0264661567539,407.2020077230484,False,0.06666666666666667
808.4874544806473,360.11796786742696,-448,-532,820.0466893011853,362.58900648676985,False,0.06666666666666667
778.8048852603155,324.8775800040532,-445,-528,780.3733773279006,323.1009175860265,False,0.06666666666666667
749.3289626678298,289.8825316617264,-442,-524,755.9259567942734,292.84685493466714,False,0.06666666666666667
720.0596867031904,255.13282284044647,-439,-521,726.5856714702202,248.43927596277726,False,0.06666666666666667
690.9970573663973,220.6284535402135,-435,-517,712.9036719384245,228.3701353543916,False,0.06666666666666667
662.1410746574503,186.36942376102752,-432,-513,658.8495679799514,184.90834961709317,False,0.06666666666666667
633.4917385763496,152.35573350288846,-429,-510,622.5644664285486,156.56959256541666,False,0.06666666666666667
605.0490491230951,118.58738276579635,-426,506,613.3544643308236,108.42230553338639,True,0.06666666666666667
576.8130062976867,152.11039398184153,-423,502,577.7632425651731,140.64631468924048,False,0.06666666666666667
548.7836101001245,185.38806567683974,-420,499,529.9329740841799,181.73494390649685,False,0.06666666666666667
520.9608605304086,218.42039785079103,-417,495,518.1864511479415,209.89649799703272,False,0.06666666666666667
493.3447575885389,251.20739050369536,-414,491,483.8952792542307,281.63086497763527,False,0.06666666666666667
465.93530127451544,283.74904363555277,-411,488,477.8303856965362,276.95684123531225,False,0.06666666666666667
438.7324915883382,316.0453572463632,-408,484,441.2806081016082,308.8673581556458,False,0.06666666666666667
411.73632853000714,348.0963313361267,-404,480,410.4637918030598,342.1546840904308,False,0.06666666666666667
384.94681209952233,379.9019659048432,-401,477,411.8663821031163,388.2405163611146,False,0.06666666666666667
358.36394229688375,411.46226095251285,-398,473,368.20403569707645,426.79071024654684,False,0.06666666666666667
331.9877191220914,442.7772164791355,-395,469,356.6005397533236,446.2989496991107,False,0.06666666666666667
305.81814257514526,473.84683248471123,-392,466,317.13698739731365,478.9492072719243,False,0.06666666666666667
279.8552126560453,504.67110896924,-389,462,267.7641562206044,528.8325375359314,False,0.06666666666666667
254.0989293647916,535.2500459327218,-386,458,263.07628710385404,542.5841027915019,False,0.06666666666666667
228.54929270138408,565.5836433751567,-383,455,234.79339297578122,562.8503596358244,False,0.06666666666666667
203.2063026658228,595.6719012965447,-380,451,198.50677209401277,595.1572779725659,False,0.06666666666666667
178.06995925810773,625.5148196968856,-377,447,194.08171434657513,624.9561291450767,False,0.06666666666666667
153.1402624782389,655.1123985761797,-373,443,135.44190765761576,659.7273726942065,False,0.06666666666666667
128.41721232621626,684.4646379344267,-370,440,129.49727445998957,688.122803354042,True,0.06666666666666667
103.90080880203985,713.5715377716269,367,436,114.98035527315272,713.6291626766034,True,0.06666666666666667
128.21056569837003,742.4330980877802,364,432,122.60264595372541,729.2044060453575,True,0.06666666666666667
152.31367596685402,771.0493188828865,361,429,153.4878737709587,767.8750051954142,False,0.06666666666666667
176.21013960749178,799.4202001569458,358,425,161.35808554707077,808.2619843386678,False,0.06666666666666667
199.89995662028332,827.5457419099582,355,421,208.9741233291525,831.4264061071934,False,0.06666666666666667
223.38312700522863,855.4259441419237,352,418,218.78561276609807,858.4503254589799,False,0.06666666666666667
246.65965076232771,883.0608068528421,349,414,239.8667342177281,879.3848056741622,False,0.06666666666666667
269.7295278915806,910.4503300427136,346,410,263.336858840714,930.1270346383335,False,0.06666666666666667
292.5927583929872,937.5945137115383,342,407,285.2074192361099,940.8084259086844,False,0.06666666666666667
315.24934226654767,964.493357859316,339,403,333.3809342305274,965.0386293315681,False,0.06666666666666667
337.6992795122619,991.1468624860468,336,399,361.7121595097554,989.3808761818749,False,0.06666666666666667
359.9425701301299,1017.5550275917305,333,396,358.8450339660999,1015.8073816583004,False,0.06666666666666667
381.9792141201517,1043.7178531763675,330,392,380.2789751491311,1050.5813722429657,False,0.06666666666666667
403.80921148232727,1069.6353392399574,327,388,427.122270497499,1061.7287706243962,True,0.06666666666666667
425.4325622166566,1095.3074857825004,324,-385,427.882620434811,1097.6589808010772,True,0.06666666666666667
446.8492663231398,1069.8806787610044,321,-381,460.44365444339695,1074.8970642960085,True,0.06666666666666667
468.0593238017767,1044.6992112605553,318,-377,476.4761419333446,1046.2654659122436,False,0.06666666666666667
489.0627346525674,1019.7630832811532,315,-374,479.60804506919374,1021.4619953069912,False,0.06666666666666667
509.8594988755119,995.072294822798,311,-370,499.3969593167705,990.1332110178148,False,0.06666666666666667
530.4496164706102,970.6268458854897,308,-366,524.4366043943476,941.7424090860525,False,0.06666666666666667
550.8330874378622,946.4267364692284,305,-363,548.1229757192576,955.5458444566183,False,0.06666666666666667
571.009911777268,922.4719665740141,302,-359,554.3287610694765,907.9849608414808,False,0.06666666666666667
590.9800894888276,898.7625361998466,299,-355,592.7002078733295,893.0243921352167,False,0.06666666666666667
610.743620572541,875.2984453467261,296,-351,626.0436228863479,869.5352435369208,False,0.06666666666666667
630.3005050284082,852.0796940146525,293,-348,629.2144686219592,850.2103085974542,False,0.06666666666666667
649.6507428564292,829.1062822036259,290,-344,655.7806510777466,832.8341335233316,False,0.06666666666666667
668.794334056604,806.3782099136463,287,-340,660.2807815276941,789.5801457008445,False,0.06666666666666667
687.7312786289326,783.8954771447136,284,-337,676.7771777353144,769.5018432238578,False,0.06666666666666667
706.461576573415,761.6580838968279,280,-333,705.8078781466306,762.541930162747,False,0.06666666666666667
724.9852278900511,739.666030169989,277,-329,707.2183545379451,730.5290652526137,False,0.06666666666666667
743.302232578841,717.919315964197,274,-326,735.3377432692448,730.5855513077653,False,0.06666666666666667
761.4125906397846,696.4179412794521,271,-322,753.7159954572837,697.5998210824707,False,0.06666666666666667
779.3163020728821,675.161906115754,268,-318,787.1574058362048,687.8260847272517,False,0.06666666666666667
797.0133668781333,654.151210473103,265,-315,793.648100127637,676.8550702083296,False,0.06666666666666667
814.5037850555383,633.3858543514989,262,-311,811.3715194981866,626.4316783426698,False,0.06666666666666667
831.7875566050972,612.8658377509418,259,-307,822.7341674624063,620.0924121170269,False,0.06666666666666667
848.8646815268098,592.5911606714315,256,-304,857.0189514828431,574.134251489269,False,0.06666666666666667
865.7351598206762,572.5618231129681,253,-300,878.9059858672186,589.4855849362597,False,0.06666666666666667
882.3989914866964,552.7778250755517,249,-296,898.1113493828559,545.7640517405526,False,0.06666666666666667
898.8561765248704,533.2391665591823,246,-293,899.0304621480489,536.5863002727687,False,0.06666666666666667
915.1067149351982,513.9458475638598,243,-289,905.0053777119706,498.5132122793276,False,0.06666666666666667
931.1506067176797,494.89786808958434,240,-285,947.2844187013036,511.45617692101416,False,0.06666666666666667
