POS_X,POS_Y,VEL_X,VEL_Y,SENSOR_X,SENSOR_Y,NEAR_BANK,TS
928.2540705507695,502.30990455813117,-317,-376,925.5195210080501,501.1857234068331,False,0.1
896.973096014193,465.17182303861796,-312,-371,893.6811670015697,463.4735958708619,False,0.1
866.1570763902704,428.5857554414604,-308,-365,864.6336288912678,429.2427003792963,False,0.1
835.8060116790018,392.5517017666584,-303,-360,838.1614891566991,391.40866945297626,False,0.1
805.9199018803872,357.0696620142121,-298,-354,805.3384365995399,356.13800668803657,False,0.1
776.4987469944266,322.1396361841214,-294,-349,776.2697679723368,320.77495596868994,False,0.1
747.54254702112,287.7616242763863,-289,-343,745.6888313453657,286.63150634602255,False,0.1
719.0513019604673,253.93562629100686,-284,-338,716.8123284145927,254.05664210530477,False,0.1
691.0250118124686,220.661642227983,-280,-332,689.1129404938667,218.20200710537773,False,0.1
663.4636765771239,187.9396720873148,-275,-327,662.3316754805167,189.01734217301637,False,0.1
636.3672962544332,155.7697158690022,-270,-321,636.9085556220099,159.16489674665831,False,0.1
609.7358708443965,124.15177357304522,-266,316,610.1918586121002,123.07353062949193,True,0.1
583.5694003470137,155.21770194664657,-261,310,585.3773351178614,153.85618769263655,False,0.1
557.8678847622849,185.7316163978923,-257,305,554.9610298900346,186.77082206630612,False,0.1
532.6313240902102,215.69351692678242,-252,299,533.3320188647106,214.36883125250296,False,0.1
507.85971833078946,245.1034035333169,-247,294,509.7770534213478,244.04573432323346,False,0.1
483.5530674840227,273.96127621749577,-243,288,485.8371178712563,273.11398732038776,False,0.1
459.71137154990987,302.267134979319,-238,283,461.00092829213713,303.5547510617477,False,0.1
436.33463052845104,330.02097981878666,-233,277,435.37504864686116,330.45750217795376,False,0.1
413.42284441964625,357.2228107358987,-229,272,412.4628771231105,354.00765083101595,False,0.1
390.97601322349544,383.8726277306551,-224,266,394.51966782733655,386.50818123696996,False,0.1
368.9941369399986,409.9704308030559,-219,260,370.10012874313804,408.9032684544673,False,0.1
347.47721556915576,435.51621995310103,-215,255,347.22498125192516,434.09925636172244,False,0.1
326.4252491109669,460.50999518079055,-210,249,327.52989784373693,462.0922011578338,False,0.1
